Match_No,Season,Team_1,Team_2,Winner,Win_Type,Win_Margin,Result_Type,Date,Venue
19,10,srh,pk,srh,runs,5.0,normal,2017-04-17,"Rajiv Gandhi International Stadium, Uppal"
18,10,dc,kkr,kkr,wickets,4.0,normal,2017-04-17,Feroz Shah Kotla
20,10,gl,rcb,rcb,runs,21.0,normal,2017-04-18,Saurashtra Cricket Association Stadium
21,10,srh,dc,srh,runs,15.0,normal,2017-04-19,"Rajiv Gandhi International Stadium, Uppal"
22,10,pk,mi,mi,wickets,8.0,normal,2017-04-20,Holkar Cricket Stadium
23,10,kkr,gl,gl,wickets,4.0,normal,2017-04-21,Eden Gardens
25,10,mi,dc,mi,runs,14.0,normal,2017-04-22,Wankhede Stadium
24,10,rps,srh,rps,wickets,6.0,normal,2017-04-22,Maharashtra Cricket Association Stadium
26,10,gl,pk,pk,runs,26.0,normal,2017-04-23,Saurashtra Cricket Association Stadium
27,10,kkr,rcb,kkr,runs,82.0,normal,2017-04-23,Eden Gardens
28,10,mi,rps,rps,runs,3.0,normal,2017-04-24,Wankhede Stadium
30,10,rps,kkr,kkr,wickets,7.0,normal,2017-04-26,Maharashtra Cricket Association Stadium
31,10,rcb,gl,gl,wickets,7.0,normal,2017-04-27,M Chinnaswamy Stadium
32,10,kkr,dc,kkr,wickets,7.0,normal,2017-04-28,Eden Gardens
33,10,pk,srh,srh,runs,26.0,normal,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali"
35,10,gl,mi,,,,tie,2017-04-29,Saurashtra Cricket Association Stadium
34,10,rps,rcb,rps,runs,61.0,normal,2017-04-29,Maharashtra Cricket Association Stadium
37,10,srh,kkr,srh,runs,48.0,normal,2017-04-30,"Rajiv Gandhi International Stadium, Uppal"
36,10,pk,dc,pk,wickets,10.0,normal,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali"
38,10,mi,rcb,mi,wickets,5.0,normal,2017-05-01,Wankhede Stadium
39,10,rps,gl,rps,wickets,5.0,normal,2017-05-01,Maharashtra Cricket Association Stadium
40,10,dc,srh,dc,wickets,6.0,normal,2017-05-02,Feroz Shah Kotla
41,10,kkr,rps,rps,wickets,4.0,normal,2017-05-03,Eden Gardens
42,10,dc,gl,dc,wickets,7.0,normal,2017-05-04,Feroz Shah Kotla
43,10,rcb,pk,pk,runs,19.0,normal,2017-05-05,M Chinnaswamy Stadium
44,10,srh,rps,rps,runs,12.0,normal,2017-05-06,"Rajiv Gandhi International Stadium, Uppal"
45,10,dc,mi,mi,runs,146.0,normal,2017-05-06,Feroz Shah Kotla
46,10,rcb,kkr,kkr,wickets,6.0,normal,2017-05-07,M Chinnaswamy Stadium
47,10,pk,gl,gl,wickets,6.0,normal,2017-05-07,"Punjab Cricket Association IS Bindra Stadium, Mohali"
48,10,srh,mi,srh,wickets,7.0,normal,2017-05-08,"Rajiv Gandhi International Stadium, Uppal"
49,10,pk,kkr,pk,runs,14.0,normal,2017-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali"
50,10,gl,dc,dc,wickets,2.0,normal,2017-05-10,Green Park
51,10,mi,pk,pk,runs,7.0,normal,2017-05-11,Wankhede Stadium
52,10,dc,rps,dc,runs,7.0,normal,2017-05-12,Feroz Shah Kotla
53,10,gl,srh,srh,wickets,8.0,normal,2017-05-13,Green Park
54,10,kkr,mi,mi,runs,9.0,normal,2017-05-13,Eden Gardens
55,10,rps,pk,rps,wickets,9.0,normal,2017-05-14,Maharashtra Cricket Association Stadium
56,10,dc,rcb,rcb,runs,10.0,normal,2017-05-14,Feroz Shah Kotla
Qualifier 1,10,mi,rps,rps,runs,20.0,normal,2017-05-16,Wankhede Stadium
Eliminator,10,srh,kkr,kkr,wickets,7.0,normal,2017-05-17,M Chinnaswamy Stadium
Qualifier 2,10,mi,kkr,mi,wickets,6.0,normal,2017-05-19,M Chinnaswamy Stadium
Final,10,mi,rps,mi,runs,1.0,normal,2017-05-21,"Rajiv Gandhi International Stadium, Uppal"
1,11,mi,csk,csk,wickets,1.0,normal,2018-04-07,Wankhede Stadium
2,11,dc,pk,pk,wickets,6.0,normal,2018-04-08,Punjab Cricket Association IS Bindra Stadium
3,11,rcb,kkr,kkr,wickets,4.0,normal,2018-04-08,Eden Gardens
4,11,rr,srh,srh,wickets,9.0,normal,2018-04-09,Rajiv Gandhi International Stadium
5,11,kkr,csk,csk,wickets,5.0,normal,2018-04-10,MA Chidambaram Stadium
6,11,rr,dc,rr,runs,10.0,normal,2018-04-11,Sawai Mansingh Stadium
7,11,mi,srh,srh,wickets,1.0,normal,2018-04-12,Rajiv Gandhi International Stadium
8,11,pk,rcb,rcb,wickets,4.0,normal,2018-04-13,M.Chinnaswamy Stadium
9,11,mi,dc,dc,wickets,7.0,normal,2018-04-14,Wankhede Stadium
10,11,kkr,srh,srh,wickets,5.0,normal,2018-04-14,Eden Gardens
11,11,rr,rcb,rr,runs,19.0,normal,2018-04-15,M.Chinnaswamy Stadium
12,11,pk,csk,pk,runs,4.0,normal,2018-04-15,Punjab Cricket Association IS Bindra Stadium
13,11,kkr,dc,kkr,runs,71.0,normal,2018-04-16,Eden Gardens
14,11,mi,rcb,mi,runs,46.0,normal,2018-04-17,Wankhede Stadium
15,11,rr,kkr,kkr,wickets,7.0,normal,2018-04-18,Sawai Mansingh Stadium
16,11,pk,srh,pk,runs,15.0,normal,2018-04-19,Punjab Cricket Association IS Bindra Stadium
17,11,csk,rr,csk,runs,64.0,normal,2018-04-20,Maharashtra Cricket Association Stadium
19,11,dc,rcb,rcb,wickets,6.0,normal,2018-04-21,M.Chinnaswamy Stadium
18,11,kkr,pk,pk,wickets,9.0,normal,2018-04-21,Eden Gardens
20,11,csk,srh,csk,runs,4.0,normal,2018-04-22,Rajiv Gandhi International Stadium
21,11,mi,rr,rr,wickets,3.0,normal,2018-04-22,Sawai Mansingh Stadium
22,11,pk,dc,pk,runs,4.0,normal,2018-04-23,Arun Jaitley Stadium
23,11,srh,mi,srh,runs,31.0,normal,2018-04-24,Wankhede Stadium
24,11,rcb,csk,csk,wickets,5.0,normal,2018-04-25,M.Chinnaswamy Stadium
25,11,srh,pk,srh,runs,13.0,normal,2018-04-26,Rajiv Gandhi International Stadium
26,11,dc,kkr,dc,runs,55.0,normal,2018-04-27,Arun Jaitley Stadium
27,11,csk,mi,mi,wickets,8.0,normal,2018-04-28,Maharashtra Cricket Association Stadium
28,11,srh,rr,srh,runs,11.0,normal,2018-04-29,Sawai Mansingh Stadium
29,11,rcb,kkr,kkr,wickets,6.0,normal,2018-04-29,M.Chinnaswamy Stadium
30,11,csk,dc,csk,runs,13.0,normal,2018-04-30,Maharashtra Cricket Association Stadium
31,11,rcb,mi,rcb,runs,14.0,normal,2018-05-01,M.Chinnaswamy Stadium
32,11,dc,rr,dc,runs,4.0,normal,2018-05-02,Arun Jaitley Stadium
33,11,csk,kkr,kkr,wickets,6.0,normal,2018-05-03,Eden Gardens
34,11,pk,mi,mi,wickets,6.0,normal,2018-05-04,Holkar Cricket Stadium
36,11,dc,srh,srh,wickets,7.0,normal,2018-05-05,Rajiv Gandhi International Stadium
35,11,rcb,csk,csk,wickets,6.0,normal,2018-05-05,Maharashtra Cricket Association Stadium
37,11,mi,kkr,mi,runs,13.0,normal,2018-05-06,Wankhede Stadium
38,11,rr,pk,pk,wickets,6.0,normal,2018-05-06,Holkar Cricket Stadium
39,11,srh,rcb,srh,runs,5.0,normal,2018-05-07,Rajiv Gandhi International Stadium
40,11,rr,pk,rr,runs,15.0,normal,2018-05-08,Sawai Mansingh Stadium
41,11,mi,kkr,mi,runs,102.0,normal,2018-05-09,Eden Gardens
42,11,dc,srh,srh,wickets,9.0,normal,2018-05-10,Arun Jaitley Stadium
43,11,csk,rr,rr,wickets,4.0,normal,2018-05-11,Sawai Mansingh Stadium
44,11,kkr,pk,kkr,runs,31.0,normal,2018-05-12,Holkar Cricket Stadium
45,11,dc,rcb,rcb,wickets,5.0,normal,2018-05-12,Arun Jaitley Stadium
46,11,srh,csk,csk,wickets,8.0,normal,2018-05-13,Maharashtra Cricket Association Stadium
47,11,mi,rr,rr,wickets,7.0,normal,2018-05-13,Wankhede Stadium
48,11,pk,rcb,rcb,wickets,10.0,normal,2018-05-14,Holkar Cricket Stadium
49,11,rr,kkr,kkr,wickets,6.0,normal,2018-05-15,Eden Gardens
50,11,mi,pk,mi,runs,3.0,normal,2018-05-16,Wankhede Stadium
51,11,rcb,srh,rcb,runs,14.0,normal,2018-05-17,M.Chinnaswamy Stadium
52,11,dc,csk,dc,runs,34.0,normal,2018-05-18,Arun Jaitley Stadium
53,11,rr,rcb,rr,runs,30.0,normal,2018-05-19,Sawai Mansingh Stadium
54,11,srh,kkr,kkr,wickets,5.0,normal,2018-05-19,Rajiv Gandhi International Stadium
55,11,dc,mi,dc,runs,11.0,normal,2018-05-20,Arun Jaitley Stadium
56,11,pk,csk,csk,wickets,5.0,normal,2018-05-20,Maharashtra Cricket Association Stadium
Qualifier 1,11,srh,csk,csk,wickets,2.0,normal,2018-05-22,Wankhede Stadium
Eliminator,11,kkr,rr,kkr,runs,25.0,normal,2018-05-23,Eden Gardens
Qualifier 2,11,srh,kkr,srh,runs,14.0,normal,2018-05-25,Eden Gardens
Final,11,srh,csk,csk,wickets,8.0,normal,2018-05-27,Wankhede Stadium
1,12,rcb,csk,csk,wickets,7.0,normal,2019-03-23,MA Chidambaram Stadium
2,12,srh,kkr,kkr,wickets,6.0,normal,2019-03-24,Eden Gardens
3,12,dc,mi,dc,runs,37.0,normal,2019-03-24,Wankhede Stadium
4,12,pk,rr,pk,runs,14.0,normal,2019-03-25,Sawai Mansingh Stadium
5,12,dc,csk,csk,wickets,6.0,normal,2019-03-26,Arun Jaitley Stadium
6,12,kkr,pk,kkr,runs,28.0,normal,2019-03-27,Eden Gardens
7,12,mi,rcb,mi,runs,6.0,normal,2019-03-28,M.Chinnaswamy Stadium
8,12,rr,srh,srh,wickets,5.0,normal,2019-03-29,Rajiv Gandhi International Stadium
9,12,mi,pk,pk,wickets,8.0,normal,2019-03-30,Punjab Cricket Association IS Bindra Stadium
10,12,kkr,dc,,,,tie,2019-03-30,Arun Jaitley Stadium
11,12,srh,rcb,srh,runs,118.0,normal,2019-03-31,Rajiv Gandhi International Stadium
12,12,csk,rr,csk,runs,8.0,normal,2019-03-31,MA Chidambaram Stadium
13,12,pk,dc,pk,runs,14.0,normal,2019-04-01,Punjab Cricket Association IS Bindra Stadium
14,12,rcb,rr,rr,wickets,7.0,normal,2019-04-02,Sawai Mansingh Stadium
15,12,mi,csk,mi,runs,37.0,normal,2019-04-03,Wankhede Stadium
16,12,dc,srh,srh,wickets,5.0,normal,2019-04-04,Arun Jaitley Stadium
17,12,rcb,kkr,kkr,wickets,5.0,normal,2019-04-05,M.Chinnaswamy Stadium
19,12,mi,srh,mi,runs,40.0,normal,2019-04-06,Rajiv Gandhi International Stadium
18,12,csk,pk,csk,runs,22.0,normal,2019-04-06,MA Chidambaram Stadium
20,12,rcb,dc,dc,wickets,4.0,normal,2019-04-07,M.Chinnaswamy Stadium
21,12,rr,kkr,kkr,wickets,8.0,normal,2019-04-07,Sawai Mansingh Stadium
22,12,srh,pk,pk,wickets,6.0,normal,2019-04-08,Punjab Cricket Association IS Bindra Stadium
23,12,kkr,csk,csk,wickets,7.0,normal,2019-04-09,MA Chidambaram Stadium
24,12,pk,mi,mi,wickets,3.0,normal,2019-04-10,Wankhede Stadium
25,12,rr,csk,csk,wickets,4.0,normal,2019-04-11,Sawai Mansingh Stadium
26,12,kkr,dc,dc,wickets,7.0,normal,2019-04-12,Eden Gardens
28,12,pk,rcb,rcb,wickets,8.0,normal,2019-04-13,Punjab Cricket Association IS Bindra Stadium
27,12,mi,rr,rr,wickets,4.0,normal,2019-04-13,Wankhede Stadium
30,12,dc,srh,dc,runs,39.0,normal,2019-04-14,Rajiv Gandhi International Stadium
29,12,kkr,csk,csk,wickets,5.0,normal,2019-04-14,Eden Gardens
31,12,rcb,mi,mi,wickets,5.0,normal,2019-04-15,Wankhede Stadium
32,12,pk,rr,pk,runs,12.0,normal,2019-04-16,Punjab Cricket Association IS Bindra Stadium
33,12,csk,srh,srh,wickets,6.0,normal,2019-04-17,Rajiv Gandhi International Stadium
34,12,mi,dc,mi,runs,40.0,normal,2019-04-18,Arun Jaitley Stadium
35,12,rcb,kkr,rcb,runs,10.0,normal,2019-04-19,Eden Gardens
36,12,mi,rr,rr,wickets,5.0,normal,2019-04-20,Sawai Mansingh Stadium
37,12,pk,dc,dc,wickets,5.0,normal,2019-04-20,Arun Jaitley Stadium
38,12,kkr,srh,srh,wickets,9.0,normal,2019-04-21,Rajiv Gandhi International Stadium
39,12,rcb,csk,rcb,runs,1.0,normal,2019-04-21,M.Chinnaswamy Stadium
40,12,rr,dc,dc,wickets,6.0,normal,2019-04-22,Sawai Mansingh Stadium
41,12,srh,csk,csk,wickets,6.0,normal,2019-04-23,MA Chidambaram Stadium
42,12,rcb,pk,rcb,runs,17.0,normal,2019-04-24,M.Chinnaswamy Stadium
43,12,kkr,rr,rr,wickets,3.0,normal,2019-04-25,Eden Gardens
44,12,mi,csk,mi,runs,46.0,normal,2019-04-26,MA Chidambaram Stadium
45,12,srh,rr,rr,wickets,7.0,normal,2019-04-27,Sawai Mansingh Stadium
46,12,dc,rcb,dc,runs,16.0,normal,2019-04-28,Arun Jaitley Stadium
47,12,kkr,mi,kkr,runs,34.0,normal,2019-04-28,Eden Gardens
48,12,srh,pk,srh,runs,45.0,normal,2019-04-29,Rajiv Gandhi International Stadium
49,12,rcb,rr,,,,no result,2019-04-30,M.Chinnaswamy Stadium
50,12,csk,dc,csk,runs,80.0,normal,2019-05-01,MA Chidambaram Stadium
51,12,mi,srh,,,,tie,2019-05-02,Wankhede Stadium
52,12,pk,kkr,kkr,wickets,7.0,normal,2019-05-03,Punjab Cricket Association IS Bindra Stadium
53,12,rr,dc,dc,wickets,5.0,normal,2019-05-04,Arun Jaitley Stadium
54,12,srh,rcb,rcb,wickets,4.0,normal,2019-05-04,M.Chinnaswamy Stadium
55,12,csk,pk,pk,wickets,6.0,normal,2019-05-05,Punjab Cricket Association IS Bindra Stadium
56,12,kkr,mi,mi,wickets,9.0,normal,2019-05-05,Wankhede Stadium
Qualifier 1,12,csk,mi,mi,wickets,6.0,normal,2019-05-07,MA Chidambaram Stadium
Eliminator,12,srh,dc,dc,wickets,2.0,normal,2019-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
Qualifier 2,12,dc,csk,csk,wickets,6.0,normal,2019-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
Final,12,mi,csk,mi,runs,1.0,normal,2019-05-12,Rajiv Gandhi International Stadium
1,13,mi,csk,csk,wickets,5.0,normal,2020-09-19,Sheikh Zayed Stadium
2,13,dc,pk,,,,tie,2020-09-20,Dubai International Cricket Stadium
3,13,rcb,srh,rcb,runs,10.0,normal,2020-09-21,Dubai International Cricket Stadium
4,13,rr,csk,rr,runs,16.0,normal,2020-09-22,Sharjah Cricket Stadium
5,13,mi,kkr,mi,runs,49.0,normal,2020-09-23,Sheikh Zayed Stadium
6,13,pk,rcb,pk,runs,97.0,normal,2020-09-24,Dubai International Cricket Stadium
7,13,dc,csk,dc,runs,44.0,normal,2020-09-25,Dubai International Cricket Stadium
8,13,srh,kkr,kkr,wickets,7.0,normal,2020-09-26,Sheikh Zayed Stadium
9,13,pk,rr,rr,wickets,4.0,normal,2020-09-27,Sharjah Cricket Stadium
10,13,rcb,mi,,,,tie,2020-09-28,Dubai International Cricket Stadium
11,13,srh,dc,srh,runs,15.0,normal,2020-09-29,Sheikh Zayed Stadium
12,13,kkr,rr,kkr,runs,37.0,normal,2020-09-30,Dubai International Cricket Stadium
13,13,mi,pk,mi,runs,48.0,normal,2020-10-01,Sheikh Zayed Stadium
14,13,srh,csk,srh,runs,7.0,normal,2020-10-02,Dubai International Cricket Stadium
16,13,dc,kkr,dc,runs,18.0,normal,2020-10-03,Sharjah Cricket Stadium
15,13,rr,rcb,rcb,wickets,8.0,normal,2020-10-03,Sheikh Zayed Stadium
17,13,mi,srh,mi,runs,34.0,normal,2020-10-04,Sharjah Cricket Stadium
18,13,pk,csk,csk,wickets,10.0,normal,2020-10-04,Dubai International Cricket Stadium
19,13,dc,rcb,dc,runs,59.0,normal,2020-10-05,Dubai International Cricket Stadium
20,13,mi,rr,mi,runs,57.0,normal,2020-10-06,Sheikh Zayed Stadium
21,13,kkr,csk,kkr,runs,10.0,normal,2020-10-07,Sheikh Zayed Stadium
22,13,srh,pk,srh,runs,69.0,normal,2020-10-08,Dubai International Cricket Stadium
23,13,dc,rr,dc,runs,46.0,normal,2020-10-09,Sharjah Cricket Stadium
24,13,kkr,pk,kkr,runs,2.0,normal,2020-10-10,Sheikh Zayed Stadium
25,13,rcb,csk,rcb,runs,37.0,normal,2020-10-10,Dubai International Cricket Stadium
26,13,srh,rr,rr,wickets,5.0,normal,2020-10-11,Dubai International Cricket Stadium
27,13,dc,mi,mi,wickets,5.0,normal,2020-10-11,Sheikh Zayed Stadium
28,13,rcb,kkr,rcb,runs,82.0,normal,2020-10-12,Sharjah Cricket Stadium
29,13,csk,srh,csk,runs,20.0,normal,2020-10-13,Dubai International Cricket Stadium
30,13,dc,rr,dc,runs,13.0,normal,2020-10-14,Dubai International Cricket Stadium
31,13,rcb,pk,pk,wickets,8.0,normal,2020-10-15,Sharjah Cricket Stadium
32,13,kkr,mi,mi,wickets,8.0,normal,2020-10-16,Sheikh Zayed Stadium
33,13,rr,rcb,rcb,wickets,7.0,normal,2020-10-17,Dubai International Cricket Stadium
34,13,csk,dc,dc,wickets,5.0,normal,2020-10-17,Sharjah Cricket Stadium
36,13,mi,pk,,,,tie,2020-10-18,Dubai International Cricket Stadium
35,13,kkr,srh,,,,tie,2020-10-18,Sheikh Zayed Stadium
37,13,csk,rr,rr,wickets,7.0,normal,2020-10-19,Sheikh Zayed Stadium
38,13,dc,pk,pk,wickets,5.0,normal,2020-10-20,Dubai International Cricket Stadium
39,13,kkr,rcb,rcb,wickets,8.0,normal,2020-10-21,Sheikh Zayed Stadium
40,13,rr,srh,srh,wickets,8.0,normal,2020-10-22,Dubai International Cricket Stadium
41,13,csk,mi,mi,wickets,10.0,normal,2020-10-23,Sharjah Cricket Stadium
43,13,pk,srh,pk,runs,12.0,normal,2020-10-24,Dubai International Cricket Stadium
42,13,kkr,dc,kkr,runs,59.0,normal,2020-10-24,Sheikh Zayed Stadium
45,13,mi,rr,rr,wickets,8.0,normal,2020-10-25,Sheikh Zayed Stadium
44,13,rcb,csk,csk,wickets,8.0,normal,2020-10-25,Dubai International Cricket Stadium
46,13,kkr,pk,pk,wickets,8.0,normal,2020-10-26,Sharjah Cricket Stadium
47,13,srh,dc,srh,runs,88.0,normal,2020-10-27,Dubai International Cricket Stadium
48,13,rcb,mi,mi,wickets,5.0,normal,2020-10-28,Sheikh Zayed Stadium
49,13,kkr,csk,csk,wickets,6.0,normal,2020-10-29,Dubai International Cricket Stadium
50,13,pk,rr,rr,wickets,7.0,normal,2020-10-30,Sheikh Zayed Stadium
51,13,dc,mi,mi,wickets,9.0,normal,2020-10-31,Dubai International Cricket Stadium
52,13,rcb,srh,srh,wickets,5.0,normal,2020-10-31,Sharjah Cricket Stadium
54,13,kkr,rr,kkr,runs,60.0,normal,2020-11-01,Dubai International Cricket Stadium
53,13,pk,csk,csk,wickets,9.0,normal,2020-11-01,Sheikh Zayed Stadium
55,13,rcb,dc,dc,wickets,6.0,normal,2020-11-02,Sheikh Zayed Stadium
56,13,mi,srh,srh,wickets,10.0,normal,2020-11-03,Sharjah Cricket Stadium
Qualifier 1,13,mi,dc,mi,runs,57.0,normal,2020-11-05,Dubai International Cricket Stadium
Eliminator,13,rcb,srh,srh,wickets,6.0,normal,2020-11-06,Sheikh Zayed Stadium
Qualifier 2,13,dc,srh,dc,runs,17.0,normal,2020-11-08,Sheikh Zayed Stadium
Final,13,dc,mi,mi,wickets,5.0,normal,2020-11-10,Dubai International Cricket Stadium
1,14,mi,rcb,rcb,wickets,2.0,normal,2021-04-09,"MA Chidambaram Stadium, Chepauk, Chennai"
2,14,csk,dc,dc,wickets,7.0,normal,2021-04-10,"Wankhede Stadium, Mumbai"
3,14,kkr,srh,kkr,runs,10.0,normal,2021-04-11,"MA Chidambaram Stadium, Chepauk, Chennai"
4,14,pk,rr,pk,runs,4.0,normal,2021-04-12,"Wankhede Stadium, Mumbai"
5,14,mi,kkr,mi,runs,10.0,normal,2021-04-13,"MA Chidambaram Stadium, Chepauk, Chennai"
6,14,rcb,srh,rcb,runs,6.0,normal,2021-04-14,"MA Chidambaram Stadium, Chepauk, Chennai"
7,14,dc,rr,rr,wickets,3.0,normal,2021-04-15,"Wankhede Stadium, Mumbai"
8,14,pk,csk,csk,wickets,6.0,normal,2021-04-16,"Wankhede Stadium, Mumbai"
9,14,mi,srh,mi,runs,13.0,normal,2021-04-17,"MA Chidambaram Stadium, Chepauk, Chennai"
11,14,pk,dc,dc,wickets,6.0,normal,2021-04-18,"Wankhede Stadium, Mumbai"
10,14,rcb,kkr,rcb,runs,38.0,normal,2021-04-18,"MA Chidambaram Stadium, Chepauk, Chennai"
12,14,csk,rr,csk,runs,45.0,normal,2021-04-19,"Wankhede Stadium, Mumbai"
13,14,mi,dc,dc,wickets,6.0,normal,2021-04-20,"MA Chidambaram Stadium, Chepauk, Chennai"
14,14,pk,srh,srh,wickets,9.0,normal,2021-04-21,"MA Chidambaram Stadium, Chepauk, Chennai"
15,14,csk,kkr,csk,runs,18.0,normal,2021-04-21,"Wankhede Stadium, Mumbai"
16,14,rr,rcb,rcb,wickets,10.0,normal,2021-04-22,"Wankhede Stadium, Mumbai"
17,14,mi,pk,pk,wickets,9.0,normal,2021-04-23,"MA Chidambaram Stadium, Chepauk, Chennai"
18,14,kkr,rr,rr,wickets,6.0,normal,2021-04-24,"Wankhede Stadium, Mumbai"
19,14,csk,rcb,csk,runs,69.0,normal,2021-04-25,"Wankhede Stadium, Mumbai"
20,14,dc,srh,,,,tie,2021-04-25,"MA Chidambaram Stadium, Chepauk, Chennai"
21,14,pk,kkr,kkr,wickets,5.0,normal,2021-04-26,"Narendra Modi Stadium, Ahmedabad"
22,14,rcb,dc,rcb,runs,1.0,normal,2021-04-27,"Narendra Modi Stadium, Ahmedabad"
23,14,srh,csk,csk,wickets,7.0,normal,2021-04-28,"Arun Jaitley Stadium, Delhi"
24,14,rr,mi,mi,wickets,7.0,normal,2021-04-29,"Arun Jaitley Stadium, Delhi"
25,14,kkr,dc,dc,wickets,7.0,normal,2021-04-29,"Narendra Modi Stadium, Ahmedabad"
26,14,pk,rcb,pk,runs,34.0,normal,2021-04-30,"Narendra Modi Stadium, Ahmedabad"
27,14,csk,mi,mi,wickets,4.0,normal,2021-05-01,"Arun Jaitley Stadium, Delhi"
28,14,rr,srh,rr,runs,55.0,normal,2021-05-02,"Arun Jaitley Stadium, Delhi"
29,14,pk,dc,dc,wickets,7.0,normal,2021-05-02,"Narendra Modi Stadium, Ahmedabad"
30,14,csk,mi,csk,runs,20.0,normal,2021-09-19,Dubai International Cricket Stadium
31,14,rcb,kkr,kkr,wickets,9.0,normal,2021-09-20,"Zayed Cricket Stadium, Abu Dhabi"
32,14,rr,pk,rr,runs,2.0,normal,2021-09-21,Dubai International Cricket Stadium
33,14,srh,dc,dc,wickets,8.0,normal,2021-09-22,Dubai International Cricket Stadium
34,14,mi,kkr,kkr,wickets,7.0,normal,2021-09-23,"Zayed Cricket Stadium, Abu Dhabi"
35,14,rcb,csk,csk,wickets,6.0,normal,2021-09-24,Sharjah Cricket Stadium
36,14,dc,rr,dc,runs,33.0,normal,2021-09-25,"Zayed Cricket Stadium, Abu Dhabi"
37,14,pk,srh,pk,runs,5.0,normal,2021-09-25,Sharjah Cricket Stadium
38,14,kkr,csk,csk,wickets,2.0,normal,2021-09-26,"Zayed Cricket Stadium, Abu Dhabi"
39,14,rcb,mi,rcb,runs,54.0,normal,2021-09-26,Dubai International Cricket Stadium
40,14,rr,srh,srh,wickets,7.0,normal,2021-09-27,Dubai International Cricket Stadium
41,14,dc,kkr,kkr,wickets,3.0,normal,2021-09-28,Sharjah Cricket Stadium
42,14,pk,mi,mi,wickets,6.0,normal,2021-09-28,"Zayed Cricket Stadium, Abu Dhabi"
43,14,rr,rcb,rcb,wickets,7.0,normal,2021-09-29,Dubai International Cricket Stadium
44,14,srh,csk,csk,wickets,6.0,normal,2021-09-30,Sharjah Cricket Stadium
45,14,kkr,pk,pk,wickets,5.0,normal,2021-10-01,Dubai International Cricket Stadium
46,14,mi,dc,dc,wickets,4.0,normal,2021-10-02,Sharjah Cricket Stadium
47,14,csk,rr,rr,wickets,7.0,normal,2021-10-02,"Zayed Cricket Stadium, Abu Dhabi"
48,14,rcb,pk,rcb,runs,6.0,normal,2021-10-03,Sharjah Cricket Stadium
49,14,srh,kkr,kkr,wickets,6.0,normal,2021-10-03,Dubai International Cricket Stadium
50,14,csk,dc,dc,wickets,3.0,normal,2021-10-04,Dubai International Cricket Stadium
51,14,rr,mi,mi,wickets,8.0,normal,2021-10-05,Sharjah Cricket Stadium
52,14,srh,rcb,srh,runs,4.0,normal,2021-10-06,"Zayed Cricket Stadium, Abu Dhabi"
53,14,csk,pk,pk,wickets,6.0,normal,2021-10-07,Dubai International Cricket Stadium
54,14,kkr,rr,kkr,runs,86.0,normal,2021-10-07,Sharjah Cricket Stadium
56,14,dc,rcb,rcb,wickets,7.0,normal,2021-10-08,Dubai International Cricket Stadium
55,14,mi,srh,mi,runs,42.0,normal,2021-10-08,"Zayed Cricket Stadium, Abu Dhabi"
Qualifier 1,14,dc,csk,csk,wickets,4.0,normal,2021-10-10,Dubai International Cricket Stadium
Eliminator,14,rcb,kkr,kkr,wickets,4.0,normal,2021-10-11,Sharjah Cricket Stadium
Qualifier 2,14,dc,kkr,kkr,wickets,3.0,normal,2021-10-13,Sharjah Cricket Stadium
Final,14,csk,kkr,csk,runs,27.0,normal,2021-10-15,Dubai International Cricket Stadium
1,15,csk,kkr,kkr,wickets,6.0,normal,2022-03-26,"Wankhede Stadium, Mumbai"
3,15,rcb,pk,pk,wickets,5.0,normal,2022-03-27,"Dr DY Patil Sports Academy, Mumbai"
2,15,mi,dc,dc,wickets,4.0,normal,2022-03-27,"Brabourne Stadium, Mumbai"
4,15,lsg,gt,gt,wickets,5.0,normal,2022-03-28,"Wankhede Stadium, Mumbai"
5,15,rr,srh,rr,runs,61.0,normal,2022-03-29,"Maharashtra Cricket Association Stadium, Pune"
6,15,kkr,rcb,rcb,wickets,3.0,normal,2022-03-30,"Dr DY Patil Sports Academy, Mumbai"
7,15,csk,lsg,lsg,wickets,6.0,normal,2022-03-31,"Brabourne Stadium, Mumbai"
8,15,pk,kkr,kkr,wickets,6.0,normal,2022-04-01,"Wankhede Stadium, Mumbai"
10,15,gt,dc,gt,runs,14.0,normal,2022-04-02,"Maharashtra Cricket Association Stadium, Pune"
9,15,rr,mi,rr,runs,23.0,normal,2022-04-02,"Dr DY Patil Sports Academy, Mumbai"
11,15,pk,csk,pk,runs,54.0,normal,2022-04-03,"Brabourne Stadium, Mumbai"
12,15,lsg,srh,lsg,runs,12.0,normal,2022-04-04,"Dr DY Patil Sports Academy, Mumbai"
13,15,rr,rcb,rcb,wickets,4.0,normal,2022-04-05,"Wankhede Stadium, Mumbai"
14,15,mi,kkr,kkr,wickets,5.0,normal,2022-04-06,"Maharashtra Cricket Association Stadium, Pune"
15,15,dc,lsg,lsg,wickets,6.0,normal,2022-04-07,"Dr DY Patil Sports Academy, Mumbai"
